profile_id,canonical_label,raw_phrase,source_section,context_text,evidence_year,evidence_start_year,evidence_end_year,source_weight,explicit,controlled
f51d9950-317d-4686-bb1b-d74cfed898dc,Physiology,physiological fluctuations,linkedin_about,"I am a Biomedical Engineering PhD candidate at the University of Calgary specializing in machine learning applications for fMRI data analysis. My research involves estimating physiological fluctuations such as respiratory and heart rate variability directly from imaging data, leveraging CNNs and large datasets like the Human Connectome Project. Passionate about innovative solutions in biomedical imaging, I aim to advance non-invasive physiological measurement techniques for both clinical and research applications. For a full list of my publications, please visit my Google Scholar profile: http",0,0,0,0.82,False,True
f51d9950-317d-4686-bb1b-d74cfed898dc,Data Analysis,Data Analysis,linkedin_about_explicit,"I am a Biomedical Engineering PhD candidate at the University of Calgary specializing in machine learning applications for fMRI data analysis. My research involves estimating physiological fluctuations such as respiratory and heart rate variability directly from imaging data, leveraging CNNs and large datasets like the Human Connectome Project. Passionate about innovative solutions in biomedical imaging, I aim to advance non-invasive physiological measurement techniques for both clinical and research applications. For a full list of my publications, please visit my Google Scholar profile: http",0,0,0,0.9,True,True
f51d9950-317d-4686-bb1b-d74cfed898dc,Functional MRI,fMRI,linkedin_about_explicit,"I am a Biomedical Engineering PhD candidate at the University of Calgary specializing in machine learning applications for fMRI data analysis. My research involves estimating physiological fluctuations such as respiratory and heart rate variability directly from imaging data, leveraging CNNs and large datasets like the Human Connectome Project. Passionate about innovative solutions in biomedical imaging, I aim to advance non-invasive physiological measurement techniques for both clinical and research applications. For a full list of my publications, please visit my Google Scholar profile: http",0,0,0,0.9,True,True
f51d9950-317d-4686-bb1b-d74cfed898dc,Machine Learning,Machine Learning,linkedin_about_explicit,"I am a Biomedical Engineering PhD candidate at the University of Calgary specializing in machine learning applications for fMRI data analysis. My research involves estimating physiological fluctuations such as respiratory and heart rate variability directly from imaging data, leveraging CNNs and large datasets like the Human Connectome Project. Passionate about innovative solutions in biomedical imaging, I aim to advance non-invasive physiological measurement techniques for both clinical and research applications. For a full list of my publications, please visit my Google Scholar profile: http",0,0,0,0.9,True,True
d2be4191-c62c-489d-9963-e8fdc0fb71bd,Neuroscience,Neuroscience,linkedin_headline,Neuroscience Student at UCalgary | Student-Researcher at HBI,0,0,0,0.92,False,True
d2be4191-c62c-489d-9963-e8fdc0fb71bd,Astrocytes,Astrocytes,linkedin_about,"I am a student-researcher interested in astrocytes, neuromodulation, synaptic plasticity, and neurovascular coupling.",0,0,0,0.82,False,True
d2be4191-c62c-489d-9963-e8fdc0fb71bd,Synaptic Plasticity,Synaptic Plasticity,linkedin_about,"I am a student-researcher interested in astrocytes, neuromodulation, synaptic plasticity, and neurovascular coupling.",0,0,0,0.82,False,True
dab82746-9cd9-450f-95b5-7798ea6d8adc,Cannabinoids,cannabinoid therapeutics,linkedin_headline,Neuroscience PhD student @UofC | Psychedelic and Cannabinoid Therapeutics lab | Early life stress | Endocannabinoids | Neuropharmacology,0,0,0,0.92,False,True
dab82746-9cd9-450f-95b5-7798ea6d8adc,Childhood Maltreatment,early life stress,linkedin_headline,Neuroscience PhD student @UofC | Psychedelic and Cannabinoid Therapeutics lab | Early life stress | Endocannabinoids | Neuropharmacology,0,0,0,0.92,False,True
dab82746-9cd9-450f-95b5-7798ea6d8adc,Endocannabinoid System,endocannabinoids,linkedin_headline,Neuroscience PhD student @UofC | Psychedelic and Cannabinoid Therapeutics lab | Early life stress | Endocannabinoids | Neuropharmacology,0,0,0,0.92,False,True
dab82746-9cd9-450f-95b5-7798ea6d8adc,Neuropharmacology,Neuropharmacology,linkedin_headline,Neuroscience PhD student @UofC | Psychedelic and Cannabinoid Therapeutics lab | Early life stress | Endocannabinoids | Neuropharmacology,0,0,0,0.92,False,True
dab82746-9cd9-450f-95b5-7798ea6d8adc,Neuroscience,Neuroscience,linkedin_headline,Neuroscience PhD student @UofC | Psychedelic and Cannabinoid Therapeutics lab | Early life stress | Endocannabinoids | Neuropharmacology,0,0,0,0.92,False,True
dab82746-9cd9-450f-95b5-7798ea6d8adc,Psychedelics,psychedelic,linkedin_headline,Neuroscience PhD student @UofC | Psychedelic and Cannabinoid Therapeutics lab | Early life stress | Endocannabinoids | Neuropharmacology,0,0,0,0.92,False,True
dab82746-9cd9-450f-95b5-7798ea6d8adc,Stress,Stress,linkedin_headline,Neuroscience PhD student @UofC | Psychedelic and Cannabinoid Therapeutics lab | Early life stress | Endocannabinoids | Neuropharmacology,0,0,0,0.92,False,True
dab82746-9cd9-450f-95b5-7798ea6d8adc,Therapeutics,Therapeutics,linkedin_headline,Neuroscience PhD student @UofC | Psychedelic and Cannabinoid Therapeutics lab | Early life stress | Endocannabinoids | Neuropharmacology,0,0,0,0.92,False,True
dab82746-9cd9-450f-95b5-7798ea6d8adc,Cannabinoids,cannabinoid therapeutics,linkedin_about,"I am a doctoral student in the Psychedelic and Cannabinoid Therapeutics lab at the University of Calgary. I have a special interest in neuropharmacology and the development of novel therapeutics for psychiatric disorders. My current work largely focuses on the psychophysiological impacts of childhood maltreatment, particularly concerning the endocannabinoid system and social information processing. I am eager to connect and collaborate in science, advocacy, community outreach, or on the trails.",0,0,0,0.82,False,True
dab82746-9cd9-450f-95b5-7798ea6d8adc,Childhood Maltreatment,Childhood Maltreatment,linkedin_about,"I am a doctoral student in the Psychedelic and Cannabinoid Therapeutics lab at the University of Calgary. I have a special interest in neuropharmacology and the development of novel therapeutics for psychiatric disorders. My current work largely focuses on the psychophysiological impacts of childhood maltreatment, particularly concerning the endocannabinoid system and social information processing. I am eager to connect and collaborate in science, advocacy, community outreach, or on the trails.",0,0,0,0.82,False,True
dab82746-9cd9-450f-95b5-7798ea6d8adc,Endocannabinoid System,Endocannabinoid System,linkedin_about,"I am a doctoral student in the Psychedelic and Cannabinoid Therapeutics lab at the University of Calgary. I have a special interest in neuropharmacology and the development of novel therapeutics for psychiatric disorders. My current work largely focuses on the psychophysiological impacts of childhood maltreatment, particularly concerning the endocannabinoid system and social information processing. I am eager to connect and collaborate in science, advocacy, community outreach, or on the trails.",0,0,0,0.82,False,True
dab82746-9cd9-450f-95b5-7798ea6d8adc,Neuropharmacology,Neuropharmacology,linkedin_about,"I am a doctoral student in the Psychedelic and Cannabinoid Therapeutics lab at the University of Calgary. I have a special interest in neuropharmacology and the development of novel therapeutics for psychiatric disorders. My current work largely focuses on the psychophysiological impacts of childhood maltreatment, particularly concerning the endocannabinoid system and social information processing. I am eager to connect and collaborate in science, advocacy, community outreach, or on the trails.",0,0,0,0.82,False,True
dab82746-9cd9-450f-95b5-7798ea6d8adc,Psychedelics,psychedelic,linkedin_about,"I am a doctoral student in the Psychedelic and Cannabinoid Therapeutics lab at the University of Calgary. I have a special interest in neuropharmacology and the development of novel therapeutics for psychiatric disorders. My current work largely focuses on the psychophysiological impacts of childhood maltreatment, particularly concerning the endocannabinoid system and social information processing. I am eager to connect and collaborate in science, advocacy, community outreach, or on the trails.",0,0,0,0.82,False,True
dab82746-9cd9-450f-95b5-7798ea6d8adc,Psychiatric Disorders,Psychiatric Disorders,linkedin_about,"I am a doctoral student in the Psychedelic and Cannabinoid Therapeutics lab at the University of Calgary. I have a special interest in neuropharmacology and the development of novel therapeutics for psychiatric disorders. My current work largely focuses on the psychophysiological impacts of childhood maltreatment, particularly concerning the endocannabinoid system and social information processing. I am eager to connect and collaborate in science, advocacy, community outreach, or on the trails.",0,0,0,0.82,False,True
dab82746-9cd9-450f-95b5-7798ea6d8adc,Psychophysiology,psychophysiological,linkedin_about,"I am a doctoral student in the Psychedelic and Cannabinoid Therapeutics lab at the University of Calgary. I have a special interest in neuropharmacology and the development of novel therapeutics for psychiatric disorders. My current work largely focuses on the psychophysiological impacts of childhood maltreatment, particularly concerning the endocannabinoid system and social information processing. I am eager to connect and collaborate in science, advocacy, community outreach, or on the trails.",0,0,0,0.82,False,True
dab82746-9cd9-450f-95b5-7798ea6d8adc,Social Information Processing,Social Information Processing,linkedin_about,"I am a doctoral student in the Psychedelic and Cannabinoid Therapeutics lab at the University of Calgary. I have a special interest in neuropharmacology and the development of novel therapeutics for psychiatric disorders. My current work largely focuses on the psychophysiological impacts of childhood maltreatment, particularly concerning the endocannabinoid system and social information processing. I am eager to connect and collaborate in science, advocacy, community outreach, or on the trails.",0,0,0,0.82,False,True
dab82746-9cd9-450f-95b5-7798ea6d8adc,Therapeutics,novel therapeutics,linkedin_about,"I am a doctoral student in the Psychedelic and Cannabinoid Therapeutics lab at the University of Calgary. I have a special interest in neuropharmacology and the development of novel therapeutics for psychiatric disorders. My current work largely focuses on the psychophysiological impacts of childhood maltreatment, particularly concerning the endocannabinoid system and social information processing. I am eager to connect and collaborate in science, advocacy, community outreach, or on the trails.",0,0,0,0.82,False,True
f9d35219-08ea-4a5d-81e8-95a859aabe3f,Mental Health,Mental Health,linkedin_about,"I’m a Program Manager specializing in community engagement, strategic partnerships, and large-scale events that create meaningful impact. At the Hotchkiss Brain Institute, I lead complex projects and high-profile initiatives that connect communities, partners, and stakeholders to advance brain and mental health research. With a background in business management and health science, I bring a strategic, organized, and people-centered approach to leadership. I thrive on building strong relationships, leading impactful events, and creating collaborative environments that drive engagement and measu",0,0,0,0.82,False,True
12c2a5ab-4efc-4485-8621-5a08e597a132,Neuroscience,Neuroscience,linkedin_about,"I am the Open Science Coordinator at the Hotchkiss Brain Institute, where I work to advance open science practices that make research more transparent, accessible, and collaborative. In parallel, I work as a Research Coordinator in the Pediatric Onset of Neuromotor Impairments Lab, where I coordinate projects focused on motion capture for children with mobility challenges and robotic walking interventions. My work bridges research coordination, open science, and knowledge translation with a central goal: ensuring that scientific discoveries are not only rigorous but also accessible to research",0,0,0,0.82,False,True
b99bf52f-dedb-4bdb-827c-ec326d849d0e,Biomedical Engineering,Biomedical Engineering,linkedin_headline,PhD student in Biomedical Engineering at the University of Calgary | International Medical Graduate (IMG) | Systems & Computational Neuroscience,0,0,0,0.92,False,True
b99bf52f-dedb-4bdb-827c-ec326d849d0e,Computational Neuroscience,Computational Neuroscience,linkedin_headline,PhD student in Biomedical Engineering at the University of Calgary | International Medical Graduate (IMG) | Systems & Computational Neuroscience,0,0,0,0.92,False,True
b99bf52f-dedb-4bdb-827c-ec326d849d0e,Neuroscience,Neuroscience,linkedin_headline,PhD student in Biomedical Engineering at the University of Calgary | International Medical Graduate (IMG) | Systems & Computational Neuroscience,0,0,0,0.92,False,True
b99bf52f-dedb-4bdb-827c-ec326d849d0e,Biomedical Engineering,Biomedical Engineering,linkedin_about,"Trained as a medical doctor and now pursuing a PhD degree in biomedical engineering. As a physician-scientist in training, I am bridging the bench and bedside through fundamental neuroscience and engineering. My research sits at the intersection of systems neuroscience and computational modeling, interrogating fundamental mechanisms of brain function. My long-term focus is translating this work toward clinical impact, particularly through neuromodulation and brain stimulation therapies for neurological diseases. I am also a digital artist and science communicator passionate about scientific vi",0,0,0,0.82,False,True
b99bf52f-dedb-4bdb-827c-ec326d849d0e,Brain Stimulation,Brain Stimulation,linkedin_about,"Trained as a medical doctor and now pursuing a PhD degree in biomedical engineering. As a physician-scientist in training, I am bridging the bench and bedside through fundamental neuroscience and engineering. My research sits at the intersection of systems neuroscience and computational modeling, interrogating fundamental mechanisms of brain function. My long-term focus is translating this work toward clinical impact, particularly through neuromodulation and brain stimulation therapies for neurological diseases. I am also a digital artist and science communicator passionate about scientific vi",0,0,0,0.82,False,True
b99bf52f-dedb-4bdb-827c-ec326d849d0e,Neuroscience,Neuroscience,linkedin_about,"Trained as a medical doctor and now pursuing a PhD degree in biomedical engineering. As a physician-scientist in training, I am bridging the bench and bedside through fundamental neuroscience and engineering. My research sits at the intersection of systems neuroscience and computational modeling, interrogating fundamental mechanisms of brain function. My long-term focus is translating this work toward clinical impact, particularly through neuromodulation and brain stimulation therapies for neurological diseases. I am also a digital artist and science communicator passionate about scientific vi",0,0,0,0.82,False,True
b99bf52f-dedb-4bdb-827c-ec326d849d0e,Biomedical Engineering,Biomedical Engineering,linkedin_about_explicit,"Trained as a medical doctor and now pursuing a PhD degree in biomedical engineering. As a physician-scientist in training, I am bridging the bench and bedside through fundamental neuroscience and engineering. My research sits at the intersection of systems neuroscience and computational modeling, interrogating fundamental mechanisms of brain function. My long-term focus is translating this work toward clinical impact, particularly through neuromodulation and brain stimulation therapies for neurological diseases. I am also a digital artist and science communicator passionate about scientific vi",0,0,0,0.9,True,True
323fbbed-76a5-4236-be5c-8a730e2b37fd,Biomedical Engineering,Biomedical Engineering,linkedin_headline,Helping biosignals researchers simplify research setups | M.Sc. Biomedical Engineering,0,0,0,0.92,False,True
323fbbed-76a5-4236-be5c-8a730e2b37fd,Stroke,Stroke,linkedin_about,"As a Postdoctoral Research Fellow and Sessional Instructor at the University of Calgary with over eleven years of combined academic and research experience, my work focuses on advancing knowledge in biomechanics, injury prevention, and movement and neurodevelopment disorders. I am driven by a commitment to leveraging technology for improving human performance and well-being. My academic and research journey is firmly rooted in the development of innovative solutions, from prosthetic devices to assistive technologies for post-stroke and spinal cord injury rehabilitation, supported by multiple r",0,0,0,0.82,False,True
68c33bb0-415b-414f-88f4-6834e2e24d3f,Physics,Physics,linkedin_headline,"Professor | UCalgary Research Excellence Chair | Director, Schulich Energy Momentum | Co-Founder, EnviCore | Associate Editor, Physics of Fluids",0,0,0,0.92,False,True
68c33bb0-415b-414f-88f4-6834e2e24d3f,Bioengineering,Bioengineering,linkedin_about,"I am a registered Professional Engineer in the Province of Alberta, and an experienced educator and researcher with expertise in chemical, biochemical and biomedical engineering. My research interests involve the use of fundamental chemical engineering principles to solve problems in the area of applied biology. The intersection of disciplines offers me the opportunity to work on a range of interesting and collaborative projects. I am developing bioreactor-based protocols to scale-up the production of adult stem cell populations and their differentiated progeny for use in tissue repair and reg",0,0,0,0.82,False,True
68c33bb0-415b-414f-88f4-6834e2e24d3f,Biomedical Engineering,Biomedical Engineering,linkedin_about,"I am a registered Professional Engineer in the Province of Alberta, and an experienced educator and researcher with expertise in chemical, biochemical and biomedical engineering. My research interests involve the use of fundamental chemical engineering principles to solve problems in the area of applied biology. The intersection of disciplines offers me the opportunity to work on a range of interesting and collaborative projects. I am developing bioreactor-based protocols to scale-up the production of adult stem cell populations and their differentiated progeny for use in tissue repair and reg",0,0,0,0.82,False,True
68c33bb0-415b-414f-88f4-6834e2e24d3f,Tissue Engineering,Tissue Engineering,linkedin_about,"I am a registered Professional Engineer in the Province of Alberta, and an experienced educator and researcher with expertise in chemical, biochemical and biomedical engineering. My research interests involve the use of fundamental chemical engineering principles to solve problems in the area of applied biology. The intersection of disciplines offers me the opportunity to work on a range of interesting and collaborative projects. I am developing bioreactor-based protocols to scale-up the production of adult stem cell populations and their differentiated progeny for use in tissue repair and reg",0,0,0,0.82,False,True
6da8654b-0024-4612-b1bc-7bb110709506,Biological Sciences,Biological Sciences,linkedin_headline,"BSc Biological Sciences, University of Calgary | Researcher at the Hotchkiss Brain Institute",0,0,0,0.92,False,True
3d67002f-ea42-477e-9764-d79d06acc9be,Mathematical Physics,Mathematical Physics,linkedin_about,"Research & training: Quantum information including quantum control, quantum optics, quantum sensing, quantum communication and quantum computing from computer science and mathematical physics to theoretical physics and theoretical chemistry plus collaboration and co-development with experimentalists. Outreach: Global research collaboration and training activities in the spirit of Open Science. Leadership: Experienced Chair of Professional Society Divisions, committees, panels, projects and centres.",0,0,0,0.82,False,True
3d67002f-ea42-477e-9764-d79d06acc9be,Physics,Physics,linkedin_about,"Research & training: Quantum information including quantum control, quantum optics, quantum sensing, quantum communication and quantum computing from computer science and mathematical physics to theoretical physics and theoretical chemistry plus collaboration and co-development with experimentalists. Outreach: Global research collaboration and training activities in the spirit of Open Science. Leadership: Experienced Chair of Professional Society Divisions, committees, panels, projects and centres.",0,0,0,0.82,False,True
3d67002f-ea42-477e-9764-d79d06acc9be,Quantum Communication,Quantum Communication,linkedin_about,"Research & training: Quantum information including quantum control, quantum optics, quantum sensing, quantum communication and quantum computing from computer science and mathematical physics to theoretical physics and theoretical chemistry plus collaboration and co-development with experimentalists. Outreach: Global research collaboration and training activities in the spirit of Open Science. Leadership: Experienced Chair of Professional Society Divisions, committees, panels, projects and centres.",0,0,0,0.82,False,True
3d67002f-ea42-477e-9764-d79d06acc9be,Quantum Computing,Quantum Computing,linkedin_about,"Research & training: Quantum information including quantum control, quantum optics, quantum sensing, quantum communication and quantum computing from computer science and mathematical physics to theoretical physics and theoretical chemistry plus collaboration and co-development with experimentalists. Outreach: Global research collaboration and training activities in the spirit of Open Science. Leadership: Experienced Chair of Professional Society Divisions, committees, panels, projects and centres.",0,0,0,0.82,False,True
3d67002f-ea42-477e-9764-d79d06acc9be,Quantum Control,Quantum Control,linkedin_about,"Research & training: Quantum information including quantum control, quantum optics, quantum sensing, quantum communication and quantum computing from computer science and mathematical physics to theoretical physics and theoretical chemistry plus collaboration and co-development with experimentalists. Outreach: Global research collaboration and training activities in the spirit of Open Science. Leadership: Experienced Chair of Professional Society Divisions, committees, panels, projects and centres.",0,0,0,0.82,False,True
3d67002f-ea42-477e-9764-d79d06acc9be,Quantum Information,Quantum Information,linkedin_about,"Research & training: Quantum information including quantum control, quantum optics, quantum sensing, quantum communication and quantum computing from computer science and mathematical physics to theoretical physics and theoretical chemistry plus collaboration and co-development with experimentalists. Outreach: Global research collaboration and training activities in the spirit of Open Science. Leadership: Experienced Chair of Professional Society Divisions, committees, panels, projects and centres.",0,0,0,0.82,False,True
3d67002f-ea42-477e-9764-d79d06acc9be,Quantum Optics,Quantum Optics,linkedin_about,"Research & training: Quantum information including quantum control, quantum optics, quantum sensing, quantum communication and quantum computing from computer science and mathematical physics to theoretical physics and theoretical chemistry plus collaboration and co-development with experimentalists. Outreach: Global research collaboration and training activities in the spirit of Open Science. Leadership: Experienced Chair of Professional Society Divisions, committees, panels, projects and centres.",0,0,0,0.82,False,True
3d67002f-ea42-477e-9764-d79d06acc9be,Quantum Sensing,Quantum Sensing,linkedin_about,"Research & training: Quantum information including quantum control, quantum optics, quantum sensing, quantum communication and quantum computing from computer science and mathematical physics to theoretical physics and theoretical chemistry plus collaboration and co-development with experimentalists. Outreach: Global research collaboration and training activities in the spirit of Open Science. Leadership: Experienced Chair of Professional Society Divisions, committees, panels, projects and centres.",0,0,0,0.82,False,True
3d67002f-ea42-477e-9764-d79d06acc9be,Theoretical Chemistry,Theoretical Chemistry,linkedin_about,"Research & training: Quantum information including quantum control, quantum optics, quantum sensing, quantum communication and quantum computing from computer science and mathematical physics to theoretical physics and theoretical chemistry plus collaboration and co-development with experimentalists. Outreach: Global research collaboration and training activities in the spirit of Open Science. Leadership: Experienced Chair of Professional Society Divisions, committees, panels, projects and centres.",0,0,0,0.82,False,True
3d67002f-ea42-477e-9764-d79d06acc9be,Theoretical Physics,Theoretical Physics,linkedin_about,"Research & training: Quantum information including quantum control, quantum optics, quantum sensing, quantum communication and quantum computing from computer science and mathematical physics to theoretical physics and theoretical chemistry plus collaboration and co-development with experimentalists. Outreach: Global research collaboration and training activities in the spirit of Open Science. Leadership: Experienced Chair of Professional Society Divisions, committees, panels, projects and centres.",0,0,0,0.82,False,True
7fedd5a7-fdd5-4e8b-b956-2783b161a1d8,Neurology,Neurology,linkedin_headline,Neurology Researcher | Powerlifting Coach @ SOBC & SOAB,0,0,0,0.92,False,True
c0a6cc1c-b442-4941-8df3-fe6bdebe5d5e,Genomics,Genomics,linkedin_about,"Over the last 6 years, I’ve been involved in diverse projects using the 10x Genomics single-cell and spatial transcriptomics platform to study cell phenotypes in CNS disease contexts. I’m thrilled to leverage this expertise in my new role, where I’ll be establishing a transcriptomics core at the Hotchkiss Brain Institute, University of Calgary and offering start-to-end services from sample prep to bioinformatics analysis.",0,0,0,0.82,False,True
f67871d0-cfe5-445d-bc2a-67b84dda39f2,Astrocytes,Astrocytes,linkedin_headline,"Postdoctoral Research Fellow at the Hotchkiss Brain Institute, University of Calgary | Passionate about research and driven by curiosity | Interested in the intricate world of cellular biology, astrocytes, and the brain",0,0,0,0.92,False,True
1d700dd9-938f-4cad-b67b-c643c0c6aa67,Deep Learning,Deep Learning,linkedin_headline,Postdoctoral Fellow | PhD in Applied Math | Machine Learning and Deep Learning for Medical Image Processing | Systems Biology,0,0,0,0.92,False,True
1d700dd9-938f-4cad-b67b-c643c0c6aa67,Machine Learning,Machine Learning,linkedin_headline,Postdoctoral Fellow | PhD in Applied Math | Machine Learning and Deep Learning for Medical Image Processing | Systems Biology,0,0,0,0.92,False,True
1d700dd9-938f-4cad-b67b-c643c0c6aa67,Medical Image Processing,Medical Image Processing,linkedin_headline,Postdoctoral Fellow | PhD in Applied Math | Machine Learning and Deep Learning for Medical Image Processing | Systems Biology,0,0,0,0.92,False,True
1d700dd9-938f-4cad-b67b-c643c0c6aa67,Machine Learning,Machine Learning,linkedin_about,"Postdoctoral Fellow at the University of Calgary, Hotchkiss Brain Institute in the Medical Image Processing and Machine Learning Lab. U.S. Citizen and Canadian Permanent Resident.",0,0,0,0.82,False,True
1d700dd9-938f-4cad-b67b-c643c0c6aa67,Medical Image Processing,Medical Image Processing,linkedin_about,"Postdoctoral Fellow at the University of Calgary, Hotchkiss Brain Institute in the Medical Image Processing and Machine Learning Lab. U.S. Citizen and Canadian Permanent Resident.",0,0,0,0.82,False,True
f54adf97-7d5c-49c7-b1ac-dd3d5d9effa7,Biomedical Engineering,Biomedical Engineering,linkedin_about,"Researcher in biomedical engineering with high quality publications and a strong background in knowledge translation. Expert in advanced micro/nano manufacturing technologies for biomedical micro-systems, with a range of teaching and supervisory experience. Over 10 years of collaborative interdisciplinary research advancing healthcare solutions. Excellent communication and leadership skills in cross-faculty team environments. Director of the cleanroom facility at the University of Calgary, providing services to five faculties and local businesses. Specialties: microfluidics, electrokinetics, L",0,0,0,0.82,False,True
f54adf97-7d5c-49c7-b1ac-dd3d5d9effa7,Nerve Regeneration,Nerve Regeneration,linkedin_about,"Researcher in biomedical engineering with high quality publications and a strong background in knowledge translation. Expert in advanced micro/nano manufacturing technologies for biomedical micro-systems, with a range of teaching and supervisory experience. Over 10 years of collaborative interdisciplinary research advancing healthcare solutions. Excellent communication and leadership skills in cross-faculty team environments. Director of the cleanroom facility at the University of Calgary, providing services to five faculties and local businesses. Specialties: microfluidics, electrokinetics, L",0,0,0,0.82,False,True
f1565080-485a-41b8-99a6-6149fd9227fb,Magnetic Resonance Imaging,Magnetic Resonance Imaging,linkedin_about,"I am interested in Magnetic Resonance Imaging (MRI) technology, both new and legacy, as well as emerging methods of analysis. I enjoy communicating these advances from developers to end users, whether research, clinical, or client. My journey within the umbrella field of MRI has taught me about the physics, hardware, and data processing required in modern image analysis, as well as medical pathology throughout the human body throughout the life span.",0,0,0,0.82,False,True
f1565080-485a-41b8-99a6-6149fd9227fb,Physics,Physics,linkedin_about,"I am interested in Magnetic Resonance Imaging (MRI) technology, both new and legacy, as well as emerging methods of analysis. I enjoy communicating these advances from developers to end users, whether research, clinical, or client. My journey within the umbrella field of MRI has taught me about the physics, hardware, and data processing required in modern image analysis, as well as medical pathology throughout the human body throughout the life span.",0,0,0,0.82,False,True
25fa0ffc-7dff-42ae-b791-0fc9a8a27e41,Medical Imaging,Medical Imaging,linkedin_headline,MSc Medical Science Student Specializing in Medical Imaging | BHSc (First Class Honours) in Biomedical Sciences,0,0,0,0.92,False,True
